"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28019","Choctaw County, MS","6,034","0","882","116","14.6","1.9","5,152","116","85.4","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28021","Claiborne County, MS","5,796","0","854","120","14.7","2.1","4,942","120","85.3","2.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28023","Clarke County, MS","11,693","0","1,740","221","14.9","1.9","9,953","221","85.1","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28025","Clay County, MS","14,834","0","2,211","292","14.9","2.0","12,623","292","85.1","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28027","Coahoma County, MS","16,617","0","2,434","318","14.6","1.9","14,183","318","85.4","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28029","Copiah County, MS","21,475","0","3,039","383","14.2","1.8","18,436","383","85.8","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28031","Covington County, MS","14,905","0","2,280","296","15.3","2.0","12,625","296","84.7","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28033","DeSoto County, MS","160,459","0","17,792","1,831","11.1","1.1","142,667","1,831","88.9","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28035","Forrest County, MS","60,776","0","8,859","1,097","14.6","1.8","51,917","1,097","85.4","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28037","Franklin County, MS","5,868","0","841","107","14.3","1.8","5,027","107","85.7","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28039","George County, MS","20,153","0","2,827","369","14.0","1.8","17,326","369","86.0","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28041","Greene County, MS","8,807","0","1,171","171","13.3","1.9","7,636","171","86.7","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28043","Grenada County, MS","16,152","0","2,279","296","14.1","1.8","13,873","296","85.9","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28045","Hancock County, MS","37,514","0","4,956","690","13.2","1.8","32,558","690","86.8","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28047","Harrison County, MS","168,423","0","24,297","2,416","14.4","1.4","144,126","2,416","85.6","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28049","Hinds County, MS","178,889","0","21,603","2,119","12.1","1.2","157,286","2,119","87.9","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28051","Holmes County, MS","12,478","0","1,678","229","13.4","1.8","10,800","229","86.6","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28053","Humphreys County, MS","6,036","0","990","132","16.4","2.2","5,046","132","83.6","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28055","Issaquena County, MS","690","0","121","20","17.5","2.9","569","20","82.5","2.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28057","Itawamba County, MS","18,147","0","3,033","370","16.7","2.0","15,114","370","83.3","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28059","Jackson County, MS","117,856","0","15,379","1,664","13.0","1.4","102,477","1,664","87.0","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28061","Jasper County, MS","12,386","0","1,730","227","14.0","1.8","10,656","227","86.0","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28063","Jefferson County, MS","5,086","0","791","111","15.6","2.2","4,295","111","84.4","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28065","Jefferson Davis County, MS","7,943","0","1,208","168","15.2","2.1","6,735","168","84.8","2.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28067","Jones County, MS","53,616","0","7,551","895","14.1","1.7","46,065","895","85.9","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28069","Kemper County, MS","6,386","0","1,256","160","19.7","2.5","5,130","160","80.3","2.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28071","Lafayette County, MS","42,331","0","6,225","812","14.7","1.9","36,106","812","85.3","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28073","Lamar County, MS","53,783","0","7,838","920","14.6","1.7","45,945","920","85.4","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28075","Lauderdale County, MS","55,472","0","7,566","901","13.6","1.6","47,906","901","86.4","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28077","Lawrence County, MS","9,880","0","1,502","191","15.2","1.9","8,378","191","84.8","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28079","Leake County, MS","16,730","0","3,321","373","19.9","2.2","13,409","373","80.1","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28081","Lee County, MS","70,530","0","9,698","1,064","13.8","1.5","60,832","1,064","86.2","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28083","Leflore County, MS","21,560","0","2,999","392","13.9","1.8","18,561","392","86.1","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28085","Lincoln County, MS","27,071","0","3,845","470","14.2","1.7","23,226","470","85.8","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28087","Lowndes County, MS","46,511","0","6,039","771","13.0","1.7","40,472","771","87.0","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28089","Madison County, MS","89,407","0","8,818","994","9.9","1.1","80,589","994","90.1","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28091","Marion County, MS","18,667","0","3,041","368","16.3","2.0","15,626","368","83.7","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28093","Marshall County, MS","26,358","0","3,736","465","14.2","1.8","22,622","465","85.8","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28095","Monroe County, MS","27,266","0","4,046","483","14.8","1.8","23,220","483","85.2","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28097","Montgomery County, MS","7,179","0","1,146","148","16.0","2.1","6,033","148","84.0","2.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28099","Neshoba County, MS","23,840","0","4,638","533","19.5","2.2","19,202","533","80.5","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28101","Newton County, MS","16,538","0","2,714","328","16.4","2.0","13,824","328","83.6","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28103","Noxubee County, MS","7,918","0","1,257","175","15.9","2.2","6,661","175","84.1","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28105","Oktibbeha County, MS","38,523","0","5,542","870","14.4","2.3","32,981","870","85.6","2.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28107","Panola County, MS","27,094","0","4,269","518","15.8","1.9","22,825","518","84.2","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28109","Pearl River County, MS","43,453","0","6,181","770","14.2","1.8","37,272","770","85.8","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28111","Perry County, MS","9,375","0","1,465","202","15.6","2.2","7,910","202","84.4","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28113","Pike County, MS","30,208","0","4,476","571","14.8","1.9","25,732","571","85.2","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28115","Pontotoc County, MS","26,858","0","4,567","526","17.0","2.0","22,291","526","83.0","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28117","Prentiss County, MS","19,462","0","3,108","394","16.0","2.0","16,354","394","84.0","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28119","Quitman County, MS","5,121","0","824","111","16.1","2.2","4,297","111","83.9","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28121","Rankin County, MS","124,757","0","14,154","1,528","11.3","1.2","110,603","1,528","88.7","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28123","Scott County, MS","22,769","0","4,077","469","17.9","2.1","18,692","469","82.1","2.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28125","Sharkey County, MS","3,123","0","542","73","17.4","2.3","2,581","73","82.6","2.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28127","Simpson County, MS","20,833","0","3,012","386","14.5","1.9","17,821","386","85.5","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28129","Smith County, MS","12,236","0","2,040","248","16.7","2.0","10,196","248","83.3","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28131","Stone County, MS","13,874","0","2,170","278","15.6","2.0","11,704","278","84.4","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28133","Sunflower County, MS","16,403","0","2,292","292","14.0","1.8","14,111","292","86.0","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28135","Tallahatchie County, MS","8,722","0","1,258","171","14.4","2.0","7,464","171","85.6","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28137","Tate County, MS","22,293","0","3,110","406","14.0","1.8","19,183","406","86.0","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28139","Tippah County, MS","17,401","0","2,827","343","16.2","2.0","14,574","343","83.8","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28141","Tishomingo County, MS","14,934","0","2,349","293","15.7","2.0","12,585","293","84.3","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28143","Tunica County, MS","7,658","0","1,044","165","13.6","2.2","6,614","165","86.4","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28145","Union County, MS","23,486","0","3,972","468","16.9","2.0","19,514","468","83.1","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28147","Walthall County, MS","10,959","0","1,718","227","15.7","2.1","9,241","227","84.3","2.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28149","Warren County, MS","35,470","0","4,987","596","14.1","1.7","30,483","596","85.9","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28151","Washington County, MS","33,345","0","5,134","600","15.4","1.8","28,211","600","84.6","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28153","Wayne County, MS","16,164","0","2,622","341","16.2","2.1","13,542","341","83.8","2.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28155","Webster County, MS","7,816","0","1,117","144","14.3","1.8","6,699","144","85.7","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28157","Wilkinson County, MS","5,555","0","867","119","15.6","2.1","4,688","119","84.4","2.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28159","Winston County, MS","13,191","0","2,249","268","17.0","2.0","10,942","268","83.0","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28161","Yalobusha County, MS","9,086","0","1,226","161","13.5","1.8","7,860","161","86.5","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28163","Yazoo County, MS","18,007","0","2,443","337","13.6","1.9","15,564","337","86.4","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29000","Missouri","4,909,884","0","597,591","16,861","12.2","0.3","4,312,293","16,861","87.8","0.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29001","Adair County, MO","18,662","0","3,081","426","16.5","2.3","15,581","426","83.5","2.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29003","Andrew County, MO","14,042","0","1,750","219","12.5","1.6","12,292","219","87.5","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29005","Atchison County, MO","3,726","0","559","69","15.0","1.9","3,167","69","85.0","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29007","Audrain County, MO","18,631","0","2,975","371","16.0","2.0","15,656","371","84.0","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29009","Barry County, MO","27,466","0","4,713","537","17.2","2.0","22,753","537","82.8","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29011","Barton County, MO","8,995","0","1,475","178","16.4","2.0","7,520","178","83.6","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29013","Bates County, MO","12,687","0","1,977","235","15.6","1.9","10,710","235","84.4","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29015","Benton County, MO","13,114","0","2,035","259","15.5","2.0","11,079","259","84.5","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29017","Bollinger County, MO","9,358","0","1,580","188","16.9","2.0","7,778","188","83.1","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29019","Boone County, MO","150,709","0","16,120","1,831","10.7","1.2","134,589","1,831","89.3","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29021","Buchanan County, MO","67,866","0","9,223","1,004","13.6","1.5","58,643","1,004","86.4","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29023","Butler County, MO","32,906","0","4,903","577","14.9","1.8","28,003","577","85.1","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29025","Caldwell County, MO","7,004","0","1,119","136","16.0","1.9","5,885","136","84.0","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29027","Callaway County, MO","33,650","0","4,281","521","12.7","1.5","29,369","521","87.3","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29029","Camden County, MO","32,326","0","4,884","570","15.1","1.8","27,442","570","84.9","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29031","Cape Girardeau County, MO","62,243","0","7,603","905","12.2","1.5","54,640","905","87.8","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29033","Carroll County, MO","6,570","0","964","121","14.7","1.8","5,606","121","85.3","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29035","Carter County, MO","4,641","0","821","105","17.7","2.3","3,820","105","82.3","2.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29037","Cass County, MO","87,582","0","10,405","1,119","11.9","1.3","77,177","1,119","88.1","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29039","Cedar County, MO","10,740","0","1,728","215","16.1","2.0","9,012","215","83.9","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29041","Chariton County, MO","5,393","0","766","96","14.2","1.8","4,627","96","85.8","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29043","Christian County, MO","75,365","0","9,903","1,072","13.1","1.4","65,462","1,072","86.9","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29045","Clark County, MO","5,255","0","868","106","16.5","2.0","4,387","106","83.5","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29047","Clay County, MO","214,899","0","21,529","2,147","10.0","1.0","193,370","2,147","90.0","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","29049","Clinton County, MO","16,645","0","2,155","264","12.9","1.6","14,490","264","87.1","1.6"
